case,policy,state_id,phase,z1,z2,k1,k2,o1,o2,transient_probability,success_probability
6,1000,5,inspect2,1,1,G,U,N,N,1.0,0.0
6,1000,6,inspect2,1,0,G,U,N,N,1.0,0.0
6,1000,7,prepare,-1,1,M,U,M,N,1.0,0.0
6,1000,8,prepare,-1,0,M,U,M,N,1.0,0.0
6,1000,9,assemble,1,1,G,U,N,N,0.050000000000000044,0.95
6,1000,10,assemble,1,0,G,U,N,N,1.0,0.0
6,1000,11,known_bad,1,1,G,U,N,N,1.0,0.0
6,1000,12,known_bad,1,0,G,U,N,N,1.0,0.0
6,1001,0,prepare,-1,-1,M,M,M,M,0.9999999999999999,0.0
6,1001,1,inspect1,1,1,U,U,N,N,1.0,0.0
6,1001,2,inspect1,1,0,U,U,N,N,1.0,0.0
6,1001,3,inspect1,0,1,U,U,N,N,1.0,0.0
6,1001,4,inspect1,0,0,U,U,N,N,1.0,0.0
6,1001,5,inspect2,1,1,G,U,N,N,1.0,0.0
6,1001,6,inspect2,1,0,G,U,N,N,1.0,0.0
6,1001,7,prepare,-1,1,M,U,M,N,1.0,0.0
6,1001,8,prepare,-1,0,M,U,M,N,1.0,0.0
6,1001,9,assemble,1,1,G,U,N,N,0.050000000000000044,0.95
6,1001,10,assemble,1,0,G,U,N,N,1.0,0.0
6,1001,11,known_bad,1,1,G,U,N,N,1.0,0.0
6,1001,12,known_bad,1,0,G,U,N,N,1.0,0.0
6,1001,13,inspect1,1,1,U,U,R,R,1.0,0.0
6,1001,14,inspect1,1,0,U,U,R,R,1.0,0.0
6,1001,15,inspect2,1,1,G,U,R,R,1.0,0.0
6,1001,16,inspect2,1,0,G,U,R,R,1.0,0.0
6,1001,17,assemble,1,1,G,U,R,R,0.050000000000000044,0.95
6,1001,18,assemble,1,0,G,U,R,R,1.0,0.0
6,1001,19,known_bad,1,1,G,U,R,R,1.0,0.0
6,1001,20,known_bad,1,0,G,U,R,R,1.0,0.0
6,1010,0,prepare,-1,-1,M,M,M,M,0.9999999999999999,0.0
6,1010,1,inspect1,1,1,U,U,N,N,1.0,0.0
6,1010,2,inspect1,1,0,U,U,N,N,1.0,0.0
6,1010,3,inspect1,0,1,U,U,N,N,1.0,0.0
6,1010,4,inspect1,0,0,U,U,N,N,1.0,0.0
6,1010,5,inspect2,1,1,G,U,N,N,1.0,0.0
6,1010,6,inspect2,1,0,G,U,N,N,1.0,0.0
6,1010,7,prepare,-1,1,M,U,M,N,1.0,0.0
6,1010,8,prepare,-1,0,M,U,M,N,1.0,0.0
6,1010,9,assemble,1,1,G,U,N,N,0.050000000000000044,0.95
6,1010,10,assemble,1,0,G,U,N,N,1.0,0.0
6,1010,11,known_bad,1,1,G,U,N,N,1.0,0.0
6,1010,12,known_bad,1,0,G,U,N,N,1.0,0.0
6,1011,0,prepare,-1,-1,M,M,M,M,0.9999999999999999,0.0
6,1011,1,inspect1,1,1,U,U,N,N,1.0,0.0
6,1011,2,inspect1,1,0,U,U,N,N,1.0,0.0
6,1011,3,inspect1,0,1,U,U,N,N,1.0,0.0
6,1011,4,inspect1,0,0,U,U,N,N,1.0,0.0
6,1011,5,inspect2,1,1,G,U,N,N,1.0,0.0
6,1011,6,inspect2,1,0,G,U,N,N,1.0,0.0
6,1011,7,prepare,-1,1,M,U,M,N,1.0,0.0
6,1011,8,prepare,-1,0,M,U,M,N,1.0,0.0
6,1011,9,assemble,1,1,G,U,N,N,0.050000000000000044,0.95
6,1011,10,assemble,1,0,G,U,N,N,1.0,0.0
6,1011,11,known_bad,1,1,G,U,N,N,1.0,0.0
6,1011,12,known_bad,1,0,G,U,N,N,1.0,0.0
6,1011,13,inspect1,1,1,U,U,R,R,1.0,0.0
6,1011,14,inspect1,1,0,U,U,R,R,1.0,0.0
6,1011,15,inspect2,1,1,G,U,R,R,1.0,0.0
6,1011,16,inspect2,1,0,G,U,R,R,1.0,0.0
6,1011,17,assemble,1,1,G,U,R,R,0.050000000000000044,0.95
6,1011,18,assemble,1,0,G,U,R,R,1.0,0.0
6,1011,19,known_bad,1,1,G,U,R,R,1.0,0.0
6,1011,20,known_bad,1,0,G,U,R,R,1.0,0.0
6,1100,0,prepare,-1,-1,M,M,M,M,0.9999999999999999,0.0
6,1100,1,inspect1,1,1,U,U,N,N,1.0,0.0
6,1100,2,inspect1,1,0,U,U,N,N,1.0,0.0
6,1100,3,inspect1,0,1,U,U,N,N,1.0,0.0
6,1100,4,inspect1,0,0,U,U,N,N,1.0,0.0
6,1100,5,inspect2,1,1,G,U,N,N,1.0,0.0
6,1100,6,inspect2,1,0,G,U,N,N,1.0,0.0
6,1100,7,prepare,-1,1,M,U,M,N,1.0,0.0
6,1100,8,prepare,-1,0,M,U,M,N,1.0,0.0
6,1100,9,assemble,1,1,G,G,N,N,0.050000000000000044,0.95
6,1100,10,prepare,1,-1,G,M,N,M,1.0,0.0
6,1100,11,known_bad,1,1,G,G,N,N,1.0,0.0
6,1100,12,inspect1,1,1,G,U,N,N,1.0,0.0
6,1100,13,inspect1,1,0,G,U,N,N,1.0,0.0
6,1101,0,prepare,-1,-1,M,M,M,M,0.9999999999999999,0.0
6,1101,1,inspect1,1,1,U,U,N,N,1.0,0.0
6,1101,2,inspect1,1,0,U,U,N,N,1.0,0.0
6,1101,3,inspect1,0,1,U,U,N,N,1.0,0.0
6,1101,4,inspect1,0,0,U,U,N,N,1.0,0.0
6,1101,5,inspect2,1,1,G,U,N,N,1.0,0.0
6,1101,6,inspect2,1,0,G,U,N,N,1.0,0.0
6,1101,7,prepare,-1,1,M,U,M,N,1.0,0.0
6,1101,8,prepare,-1,0,M,U,M,N,1.0,0.0
6,1101,9,assemble,1,1,G,G,N,N,0.050000000000000044,0.95
6,1101,10,prepare,1,-1,G,M,N,M,1.0,0.0
6,1101,11,known_bad,1,1,G,G,N,N,1.0,0.0
6,1101,12,inspect1,1,1,G,U,N,N,1.0,0.0
6,1101,13,inspect1,1,0,G,U,N,N,1.0,0.0
6,1101,14,inspect1,1,1,U,U,R,R,1.0,0.0
6,1101,15,inspect2,1,1,G,U,R,R,1.0,0.0
6,1101,16,assemble,1,1,G,G,R,R,0.050000000000000044,0.95
6,1101,17,known_bad,1,1,G,G,R,R,1.0,0.0
6,1110,0,prepare,-1,-1,M,M,M,M,0.9999999999999999,0.0
6,1110,1,inspect1,1,1,U,U,N,N,1.0,0.0
6,1110,2,inspect1,1,0,U,U,N,N,1.0,0.0
6,1110,3,inspect1,0,1,U,U,N,N,1.0,0.0
6,1110,4,inspect1,0,0,U,U,N,N,1.0,0.0
6,1110,5,inspect2,1,1,G,U,N,N,1.0,0.0
6,1110,6,inspect2,1,0,G,U,N,N,1.0,0.0
6,1110,7,prepare,-1,1,M,U,M,N,1.0,0.0
6,1110,8,prepare,-1,0,M,U,M,N,1.0,0.0
6,1110,9,assemble,1,1,G,G,N,N,0.050000000000000044,0.95
6,1110,10,prepare,1,-1,G,M,N,M,1.0,0.0
6,1110,11,known_bad,1,1,G,G,N,N,1.0,0.0
6,1110,12,inspect1,1,1,G,U,N,N,1.0,0.0
6,1110,13,inspect1,1,0,G,U,N,N,1.0,0.0
6,1111,0,prepare,-1,-1,M,M,M,M,0.9999999999999999,0.0
6,1111,1,inspect1,1,1,U,U,N,N,1.0,0.0
6,1111,2,inspect1,1,0,U,U,N,N,1.0,0.0
6,1111,3,inspect1,0,1,U,U,N,N,1.0,0.0
6,1111,4,inspect1,0,0,U,U,N,N,1.0,0.0
6,1111,5,inspect2,1,1,G,U,N,N,1.0,0.0
6,1111,6,inspect2,1,0,G,U,N,N,1.0,0.0
6,1111,7,prepare,-1,1,M,U,M,N,1.0,0.0
6,1111,8,prepare,-1,0,M,U,M,N,1.0,0.0
6,1111,9,assemble,1,1,G,G,N,N,0.050000000000000044,0.95
6,1111,10,prepare,1,-1,G,M,N,M,1.0,0.0
6,1111,11,known_bad,1,1,G,G,N,N,1.0,0.0
6,1111,12,inspect1,1,1,G,U,N,N,1.0,0.0
6,1111,13,inspect1,1,0,G,U,N,N,1.0,0.0
6,1111,14,inspect1,1,1,U,U,R,R,1.0,0.0
6,1111,15,inspect2,1,1,G,U,R,R,1.0,0.0
6,1111,16,assemble,1,1,G,G,R,R,0.050000000000000044,0.95
6,1111,17,known_bad,1,1,G,G,R,R,1.0,0.0
